500000 4000
78065 11909 30 486059
78066 46709 14 378208
78067 0 0 0
78068 53355 68 173462
78069 0 0 0
78070 29650 60 356520
78071 39043 141 159663
78072 63068 104 463396
78073 7653 93 78074
78074 7653 94 78075
78075 7653 95 78076
78076 7653 96 78077
78077 7653 97 78078
78078 7653 98 78079
78079 7653 99 183728
78080 5392 65 254008
78081 2200 54 176584
78082 0 0 0
78083 0 0 0
78084 37659 40 422566
78085 0 0 0
78086 35257 36 279912
78087 0 0 0
78088 25928 15 446464
78089 6905 80 408807
78090 26904 37 486830
78091 0 0 0
78092 0 0 0
78093 30528 80 290883
78094 25222 107 466238
78095 16494 11 47240
78096 5587 11 136024
78097 52172 156 25312
78098 16010 70 78099
78099 16010 71 78100
78100 16010 72 78101
78101 16010 73 78102
78102 16010 74 78103
78103 16010 75 78104
78104 16010 76 78105
78105 16010 77 78106
78106 16010 78 78107
78107 16010 79 78108
78108 16010 80 78109
78109 16010 81 78110
78110 16010 82 78111
78111 16010 83 78112
78112 16010 84 78113
78113 16010 85 78114
78114 16010 86 78115
78115 16010 87 78116
78116 16010 88 78117
78117 16010 89 36362
78118 62805 20 485870
78119 0 0 0
78120 45143 116 78121
78121 45143 117 78122
78122 45143 118 78123
78123 45143 119 78124
78124 45143 120 78125
78125 45143 121 78126
78126 45143 122 78127
78127 45143 123 81483
78128 38931 155 353466
78129 47887 8 277321
78130 53684 112 112660
78131 43051 30 78132
78132 43051 31 78133
78133 43051 32 447707
78134 13526 110 407641
78135 0 0 0
78136 43109 2 330793
78137 1048 51 310163
78138 0 0 0
78139 8844 36 16728
78140 59293 6 78141
78141 59293 7 78142
78142 59293 8 78143
78143 59293 9 78144
78144 59293 10 78145
78145 59293 11 78146
78146 59293 12 78147
78147 59293 13 78148
78148 59293 14 82542
78149 64001 70 210569
78150 23465 17 119777
78151 18976 40 78152
78152 18976 41 78153
78153 18976 42 78154
78154 18976 43 78155
78155 18976 44 78156
78156 18976 45 453675
78157 29920 85 416224
78158 0 0 0
78159 4008 11 78160
78160 4008 12 78161
78161 4008 13 78162
78162 4008 14 78163
78163 4008 15 78164
78164 4008 16 78165
78165 4008 17 78166
78166 4008 18 78167
78167 4008 19 78168
78168 4008 20 78169
78169 4008 21 394461
78170 6417 38 60092
78171 42836 196 227518
78172 62642 74 1
78173 0 0 0
78174 0 0 0
78175 13136 68 494871
78176 40647 25 427583
78177 0 0 0
78178 0 0 0
78179 0 0 0
78180 55231 128 226964
78181 0 0 0
78182 11834 89 104787
78183 0 0 0
78184 43484 96 78185
78185 43484 97 78186
78186 43484 98 78187
78187 43484 99 78188
78188 43484 100 298271
78189 48666 28 170010
78190 11736 60 4222
78191 63019 7 299728
78192 64951 76 78193
78193 64951 77 78194
78194 64951 78 181858
78195 42386 52 132607
78196 0 0 0
78197 0 0 0
78198 44946 141 1
78199 39790 62 137788
78200 0 0 0
78201 60676 106 312740
78202 32298 150 195967
78203 0 0 0
78204 53430 14 78205
78205 53430 15 377345
78206 23415 60 272498
78207 33139 93 163342
78208 59309 162 430258
78209 55540 65 78210
78210 55540 66 78211
78211 55540 67 154993
78212 29391 7 236304
78213 58521 99 334610
78214 23923 64 78215
78215 23923 65 78216
78216 23923 66 78217
78217 23923 67 78218
78218 23923 68 145574
78219 19123 102 108261
78220 23237 83 78221
78221 23237 84 260095
78222 36106 105 78223
78223 36106 106 78224
78224 36106 107 78225
78225 36106 108 78226
78226 36106 109 78227
78227 36106 110 78228
78228 36106 111 78229
78229 36106 112 78230
78230 36106 113 78231
78231 36106 114 78232
78232 36106 115 78233
78233 36106 116 78234
78234 36106 117 78235
78235 36106 118 78236
78236 36106 119 78237
78237 36106 120 78238
78238 36106 121 78239
78239 36106 122 78240
78240 36106 123 78241
78241 36106 124 78242
78242 36106 125 78243
78243 36106 126 78244
78244 36106 127 78245
78245 36106 128 78246
78246 36106 129 78247
78247 36106 130 78248
78248 36106 131 78249
78249 36106 132 78250
78250 36106 133 78251
78251 36106 134 78252
78252 36106 135 78253
78253 36106 136 78254
78254 36106 137 78255
78255 36106 138 78256
78256 36106 139 78257
78257 36106 140 78258
78258 36106 141 78259
78259 36106 142 78260
78260 36106 143 78261
78261 36106 144 78262
78262 36106 145 78263
78263 36106 146 78264
78264 36106 147 78265
78265 36106 148 78266
78266 36106 149 78267
78267 36106 150 78268
78268 36106 151 39094
78269 59832 103 155912
78270 56419 15 78271
78271 56419 16 345936
78272 57036 18 120184
78273 0 0 0
78274 53378 1 78275
78275 53378 2 78276
78276 53378 3 78277
78277 53378 4 25998
78278 59309 28 314618
78279 0 0 0
78280 38951 17 78281
78281 38951 18 294203
78282 64546 2 167800
78283 25222 50 228562
78284 50383 65 78285
78285 50383 66 47994
78286 53832 22 206973
78287 39733 80 303543
78288 27038 127 298268
78289 0 0 0
78290 44763 12 100156
78291 64951 87 78292
78292 64951 88 448606
78293 30803 179 266196
78294 44682 75 262598
78295 21546 56 221882
78296 38244 18 400705
78297 55842 34 78298
78298 55842 35 78299
78299 55842 36 78300
78300 55842 37 274666
78301 24801 209 78302
78302 24801 210 78303
78303 24801 211 1
78304 20668 26 78305
78305 20668 27 78306
78306 20668 28 256291
78307 36804 189 6240
78308 0 0 0
78309 0 0 0
78310 23789 150 28752
78311 0 0 0
78312 20163 32 316902
78313 0 0 0
78314 64366 79 16802
78315 59832 38 376614
78316 41725 82 78317
78317 41725 83 474540
78318 6036 19 85625
78319 0 0 0
78320 54831 66 195274
78321 49706 19 474127
78322 43413 1 287966
78323 0 0 0
78324 52172 153 106166
78325 0 0 0
78326 1171 105 139498
78327 16513 26 78328
78328 16513 27 78329
78329 16513 28 78330
78330 16513 29 78331
78331 16513 30 78332
78332 16513 31 78333
78333 16513 32 78334
78334 16513 33 78335
78335 16513 34 201178
78336 36804 27 407759
78337 38931 117 54748
78338 18210 98 78339
78339 18210 99 78340
78340 18210 100 78341
78341 18210 101 78342
78342 18210 102 35708
78343 43329 113 492456
78344 11736 113 207750
78345 35088 22 486772
78346 0 0 0
78347 62269 45 1
78348 32090 198 23016
78349 0 0 0
78350 56317 55 30303
78351 0 0 0
78352 63176 1 51072
78353 0 0 0
78354 7371 37 59996
78355 31259 87 78356
78356 31259 88 78357
78357 31259 89 30320
78358 61964 20 110957
78359 0 0 0
78360 47122 60 213644
78361 8132 24 78362
78362 8132 25 78363
78363 8132 26 78364
78364 8132 27 78365
78365 8132 28 78366
78366 8132 29 346054
78367 6417 87 214664
78368 56588 76 355040
78369 0 0 0
78370 63632 4 370697
78371 0 0 0
78372 35333 152 432324
78373 0 0 0
78374 0 0 0
78375 54214 37 78376
78376 54214 38 78377
78377 54214 39 78378
78378 54214 40 78379
78379 54214 41 78380
78380 54214 42 78381
78381 54214 43 78382
78382 54214 44 78383
78383 54214 45 78384
78384 54214 46 78385
78385 54214 47 78386
78386 54214 48 78387
78387 54214 49 78388
78388 54214 50 78389
78389 54214 51 78390
78390 54214 52 78391
78391 54214 53 78392
78392 54214 54 78393
78393 54214 55 78394
78394 54214 56 78395
78395 54214 57 66512
78396 28062 67 158946
78397 23255 80 354693
78398 2346 117 74805
78399 0 0 0
78400 59832 173 280936
78401 0 0 0
78402 32214 28 343194
78403 43940 135 382249
78404 43594 118 110846
78405 23465 49 352420
78406 61316 31 173586
78407 0 0 0
78408 4083 76 148135
78409 0 0 0
78410 62630 59 78411
78411 62630 60 78412
78412 62630 61 78413
78413 62630 62 78414
78414 62630 63 78415
78415 62630 64 78416
78416 62630 65 78417
78417 62630 66 41948
78418 15007 1 78419
78419 15007 2 78420
78420 15007 3 78421
78421 15007 4 78422
78422 15007 5 78423
78423 15007 6 78424
78424 15007 7 78425
78425 15007 8 78426
78426 15007 9 78427
78427 15007 10 78428
78428 15007 11 1
78429 0 0 0
78430 40087 14 215831
78431 0 0 0
78432 39926 158 189074
78433 0 0 0
78434 20660 45 215506
78435 15207 29 278882
78436 61755 34 78437
78437 61755 35 78438
78438 61755 36 78439
78439 61755 37 78440
78440 61755 38 78441
78441 61755 39 210626
78442 384 6 311531
78443 26692 28 78444
78444 26692 29 78445
78445 26692 30 78446
78446 26692 31 78447
78447 26692 32 78448
78448 26692 33 78449
78449 26692 34 431930
78450 63925 102 80989
78451 15686 101 88527
78452 42678 57 233312
78453 4334 176 144060
78454 6795 91 210588
78455 0 0 0
78456 22660 31 216281
78457 0 0 0
78458 15361 38 249306
78459 25379 50 78460
78460 25379 51 78461
78461 25379 52 478933
78462 37659 187 444020
78463 35552 29 56906
78464 30611 26 400714
78465 24261 52 169409
78466 0 0 0
78467 0 0 0
78468 1847 162 368298
78469 0 0 0
78470 53257 49 78471
78471 53257 50 78472
78472 53257 51 78473
78473 53257 52 78474
78474 53257 53 78475
78475 53257 54 78476
78476 53257 55 78477
78477 53257 56 445388
78478 983 165 274764
78479 45964 55 301133
78480 55007 85 81313
78481 0 0 0
78482 0 0 0
78483 44953 97 209923
78484 44292 10 26615
78485 0 0 0
78486 55822 178 78487
78487 55822 179 348874
78488 33763 182 406508
78489 0 0 0
78490 28850 28 237867
78491 0 0 0
78492 0 0 0
78493 26496 49 238908
78494 10214 141 80943
78495 4164 78 127762
78496 13749 139 365909
78497 45970 44 223782
78498 25261 168 58514
78499 0 0 0
78500 2094 41 78501
78501 2094 42 78502
78502 2094 43 78503
78503 2094 44 78504
78504 2094 45 318634
78505 31822 32 439536
78506 56361 53 290958
78507 0 0 0
78508 42276 38 110284
78509 0 0 0
78510 57642 59 356290
78511 46923 76 271922
78512 30992 18 320006
78513 0 0 0
78514 13869 49 127191
78515 0 0 0
78516 47373 146 325595
78517 0 0 0
78518 36114 151 445944
78519 0 0 0
78520 53641 121 15323
78521 0 0 0
78522 38341 38 87517
78523 10143 9 78524
78524 10143 10 78525
78525 10143 11 466471
78526 27386 50 256344
78527 17032 86 78528
78528 17032 87 340367
78529 42334 14 78530
78530 42334 15 78531
78531 42334 16 39950
78532 26904 55 104371
78533 36899 82 78534
78534 36899 83 78535
78535 36899 84 29017
78536 20938 61 197982
78537 0 0 0
78538 53322 17 309429
78539 61709 92 78540
78540 61709 93 78541
78541 61709 94 176669
78542 1322 93 198057
78543 62630 79 78544
78544 62630 80 78545
78545 62630 81 78546
78546 62630 82 78547
78547 62630 83 78548
78548 62630 84 78549
78549 62630 85 379409
78550 5474 24 78551
78551 5474 25 78552
78552 5474 26 78553
78553 5474 27 78554
78554 5474 28 78555
78555 5474 29 78556
78556 5474 30 78557
78557 5474 31 78558
78558 5474 32 78559
78559 5474 33 78560
78560 5474 34 78561
78561 5474 35 78562
78562 5474 36 78563
78563 5474 37 78564
78564 5474 38 78565
78565 5474 39 78566
78566 5474 40 78567
78567 5474 41 78568
78568 5474 42 78569
78569 5474 43 78570
78570 5474 44 78571
78571 5474 45 78572
78572 5474 46 78573
78573 5474 47 78574
78574 5474 48 78575
78575 5474 49 78576
78576 5474 50 78577
78577 5474 51 78578
78578 5474 52 78579
78579 5474 53 78580
78580 5474 54 78581
78581 5474 55 78582
78582 5474 56 78583
78583 5474 57 78584
78584 5474 58 78585
78585 5474 59 78586
78586 5474 60 78587
78587 5474 61 78588
78588 5474 62 78589
78589 5474 63 78590
78590 5474 64 78591
78591 5474 65 78592
78592 5474 66 78593
78593 5474 67 78594
78594 5474 68 78595
78595 5474 69 78596
78596 5474 70 78597
78597 5474 71 78598
78598 5474 72 451960
78599 4067 45 457848
78600 25261 3 415712
78601 0 0 0
78602 740 2 109063
78603 36693 154 441263
78604 19697 63 185575
78605 8498 63 78606
78606 8498 64 78607
78607 8498 65 78608
78608 8498 66 78609
78609 8498 67 484226
78610 64123 114 78611
78611 64123 115 78612
78612 64123 116 78613
78613 64123 117 78614
78614 64123 118 78615
78615 64123 119 78616
78616 64123 120 78617
78617 64123 121 127709
78618 41271 142 177992
78619 0 0 0
78620 45574 14 460655
78621 0 0 0
78622 0 0 0
78623 0 0 0
78624 25279 39 323201
78625 0 0 0
78626 52966 21 78627
78627 52966 22 78628
78628 52966 23 78629
78629 52966 24 78630
78630 52966 25 78631
78631 52966 26 78632
78632 52966 27 78633
78633 52966 28 78634
78634 52966 29 209470
78635 31264 176 443172
78636 1754 50 190765
78637 0 0 0
78638 0 0 0
78639 0 0 0
78640 58724 73 78641
78641 58724 74 175120
78642 64281 64 426536
78643 43382 10 139872
78644 43400 80 78645
78645 43400 81 78646
78646 43400 82 78647
78647 43400 83 65833
78648 26904 46 109398
78649 0 0 0
78650 54931 58 100759
78651 0 0 0
78652 30513 119 490058
78653 0 0 0
78654 0 0 0
78655 0 0 0
78656 45083 82 63072
78657 30611 96 395042
78658 53378 13 78659
78659 53378 14 78660
78660 53378 15 78661
78661 53378 16 78662
78662 53378 17 78663
78663 53378 18 78664
78664 53378 19 78665
78665 53378 20 233720
78666 28277 52 84460
78667 0 0 0
78668 31186 40 17706
78669 1057 93 485400
78670 50279 57 78671
78671 50279 58 78672
78672 50279 59 75548
78673 3411 30 485874
78674 10181 74 331692
78675 0 0 0
78676 61755 45 78677
78677 61755 46 78678
78678 61755 47 78679
78679 61755 48 78680
78680 61755 49 78681
78681 61755 50 310891
78682 59381 88 59680
78683 30126 157 290196
78684 1863 49 128770
78685 2851 5 390352
78686 64546 41 263386
78687 39733 76 111277
78688 0 0 0
78689 0 0 0
78690 49615 103 9788
78691 0 0 0
78692 2767 6 314140
78693 17175 84 78694
78694 17175 85 78695
78695 17175 86 492496
78696 21478 84 396380
78697 0 0 0
78698 5554 15 18663
78699 0 0 0
78700 8015 96 300450
78701 0 0 0
78702 26209 58 412448
78703 45656 100 320870
78704 14092 88 448545
78705 0 0 0
78706 0 0 0
78707 0 0 0
78708 52724 61 60893
78709 0 0 0
78710 51448 73 216432
78711 0 0 0
78712 39235 27 78713
78713 39235 28 402621
78714 35084 22 207809
78715 0 0 0
78716 4087 42 498776
78717 0 0 0
78718 55673 132 78719
78719 55673 133 497608
78720 18985 95 69430
78721 0 0 0
78722 0 0 0
78723 24339 81 484542
78724 0 0 0
78725 37801 15 314904
78726 46847 28 78727
78727 46847 29 78728
78728 46847 30 78729
78729 46847 31 153716
78730 21631 56 78731
78731 21631 57 78732
78732 21631 58 78733
78733 21631 59 78734
78734 21631 60 78735
78735 21631 61 78736
78736 21631 62 78737
78737 21631 63 78738
78738 21631 64 78739
78739 21631 65 78740
78740 21631 66 78741
78741 21631 67 404295
78742 47887 64 361276
78743 0 0 0
78744 5959 22 216129
78745 0 0 0
78746 53378 46 78747
78747 53378 47 78748
78748 53378 48 78749
78749 53378 49 78750
78750 53378 50 78751
78751 53378 51 78752
78752 53378 52 78753
78753 53378 53 119009
78754 64411 121 217445
78755 0 0 0
78756 0 0 0
78757 37681 8 78758
78758 37681 9 78759
78759 37681 10 78760
78760 37681 11 78761
78761 37681 12 261739
78762 35045 7 18982
78763 47373 195 133444
78764 43307 126 422691
78765 7476 104 298433
78766 23237 112 78767
78767 23237 113 16453
78768 47752 147 108738
78769 38557 20 110817
78770 0 0 0
78771 0 0 0
78772 4319 42 377358
78773 31141 1 78774
78774 31141 2 78775
78775 31141 3 78776
78776 31141 4 78777
78777 31141 5 394052
78778 14335 104 406338
78779 0 0 0
78780 17556 19 78781
78781 17556 20 78782
78782 17556 21 78783
78783 17556 22 121470
78784 30513 129 333768
78785 63897 94 3104
78786 35157 48 78787
78787 35157 49 78788
78788 35157 50 78789
78789 35157 51 78790
78790 35157 52 78791
78791 35157 53 78792
78792 35157 54 78793
78793 35157 55 78794
78794 35157 56 78795
78795 35157 57 333492
78796 37247 59 58792
78797 0 0 0
78798 4529 149 139486
78799 0 0 0
78800 30033 31 78801
78801 30033 32 78802
78802 30033 33 78803
78803 30033 34 78804
78804 30033 35 78805
78805 30033 36 78806
78806 30033 37 78807
78807 30033 38 78808
78808 30033 39 78809
78809 30033 40 78810
78810 30033 41 78811
78811 30033 42 410268
78812 14927 180 178566
78813 59155 4 160572
78814 14566 44 207832
78815 0 0 0
78816 26530 77 138750
78817 0 0 0
78818 6905 104 1
78819 0 0 0
78820 25852 42 424378
78821 43088 120 78822
78822 43088 121 78823
78823 43088 122 78824
78824 43088 123 78825
78825 43088 124 78826
78826 43088 125 78827
78827 43088 126 450067
78828 7672 60 130486
78829 0 0 0
78830 59443 71 340807
78831 0 0 0
78832 50783 93 472258
78833 24110 187 321457
78834 53832 48 230948
78835 0 0 0
78836 41333 63 78837
78837 41333 64 491883
78838 45812 128 468382
78839 0 0 0
78840 17730 2 93998
78841 0 0 0
78842 35176 49 78843
78843 35176 50 78844
78844 35176 51 78845
78845 35176 52 78846
78846 35176 53 78847
78847 35176 54 78848
78848 35176 55 78849
78849 35176 56 78850
78850 35176 57 78851
78851 35176 58 78852
78852 35176 59 78853
78853 35176 60 78854
78854 35176 61 78855
78855 35176 62 78856
78856 35176 63 78857
78857 35176 64 78858
78858 35176 65 78859
78859 35176 66 78860
78860 35176 67 78861
78861 35176 68 78862
78862 35176 69 78863
78863 35176 70 78864
78864 35176 71 78865
78865 35176 72 78866
78866 35176 73 78867
78867 35176 74 78868
78868 35176 75 78869
78869 35176 76 78870
78870 35176 77 78871
78871 35176 78 78872
78872 35176 79 78873
78873 35176 80 78874
78874 35176 81 78875
78875 35176 82 78876
78876 35176 83 78877
78877 35176 84 78878
78878 35176 85 78879
78879 35176 86 78880
78880 35176 87 78881
78881 35176 88 78882
78882 35176 89 78883
78883 35176 90 78884
78884 35176 91 78885
78885 35176 92 78886
78886 35176 93 78887
78887 35176 94 78888
78888 35176 95 78889
78889 35176 96 78890
78890 35176 97 78891
78891 35176 98 78892
78892 35176 99 78893
78893 35176 100 78894
78894 35176 101 78895
78895 35176 102 78896
78896 35176 103 78897
78897 35176 104 318726
78898 41252 16 467918
78899 12241 68 233622
78900 29391 16 431394
78901 0 0 0
78902 39790 68 107604
78903 0 0 0
78904 4911 8 92144
78905 0 0 0
78906 0 0 0
78907 44285 3 406686
78908 0 0 0
78909 21884 21 492350
78910 0 0 0
78911 0 0 0
78912 62166 64 375474
78913 0 0 0
78914 33763 37 370720
78915 23895 87 148411
78916 62387 119 139715
78917 0 0 0
78918 7945 98 244257
78919 0 0 0
78920 7616 106 239187
78921 0 0 0
78922 11020 24 327625
78923 0 0 0
78924 3237 44 191064
78925 0 0 0
78926 51502 54 18722
78927 0 0 0
78928 37553 127 78929
78929 37553 128 341891
78930 19123 113 255806
78931 0 0 0
78932 21546 137 1
78933 0 0 0
78934 25002 33 195912
78935 49615 139 271380
78936 21024 31 353583
78937 36515 4 78938
78938 36515 5 78939
78939 36515 6 282540
78940 6968 61 484212
78941 0 0 0
78942 59381 25 108726
78943 0 0 0
78944 50270 76 230913
78945 0 0 0
78946 0 0 0
78947 0 0 0
78948 23091 7 462650
78949 0 0 0
78950 3555 24 273652
78951 29312 36 178570
78952 58482 125 349304
78953 0 0 0
78954 50312 142 174928
78955 0 0 0
78956 57725 62 78957
78957 57725 63 78958
78958 57725 64 78959
78959 57725 65 409340
78960 33001 13 78961
78961 33001 14 78962
78962 33001 15 78963
78963 33001 16 78964
78964 33001 17 78965
78965 33001 18 1
78966 6417 73 271632
78967 21172 146 78968
78968 21172 147 78969
78969 21172 148 429884
78970 50623 45 295486
78971 20655 39 190143
78972 64880 155 78973
78973 64880 156 78974
78974 64880 157 78975
78975 64880 158 489502
78976 57619 58 484808
78977 32574 9 78978
78978 32574 10 78979
78979 32574 11 78980
78980 32574 12 78981
78981 32574 13 78982
78982 32574 14 78983
78983 32574 15 78984
78984 32574 16 78985
78985 32574 17 78986
78986 32574 18 78987
78987 32574 19 78988
78988 32574 20 78989
78989 32574 21 78990
78990 32574 22 78991
78991 32574 23 78992
78992 32574 24 78993
78993 32574 25 78994
78994 32574 26 78995
78995 32574 27 78996
78996 32574 28 78997
78997 32574 29 78998
78998 32574 30 78999
78999 32574 31 79000
79000 32574 32 79001
79001 32574 33 79002
79002 32574 34 209616
79003 5552 38 79004
79004 5552 39 79005
79005 5552 40 79006
79006 5552 41 79007
79007 5552 42 79008
79008 5552 43 79009
79009 5552 44 79010
79010 5552 45 79011
79011 5552 46 392124
79012 23091 65 75752
79013 32972 105 79014
79014 32972 106 321129
79015 46013 73 52786
79016 61796 107 429476
79017 0 0 0
79018 40087 35 131814
79019 46673 119 79020
79020 46673 120 79021
79021 46673 121 212248
79022 47800 34 471748
79023 0 0 0
79024 22627 102 66277
79025 0 0 0
79026 43721 151 352934
79027 0 0 0
79028 3896 93 79029
79029 3896 94 79030
79030 3896 95 1
79031 2049 104 31898
79032 59824 28 79033
79033 59824 29 52030
79034 48849 44 355270
79035 30135 93 417981
79036 42276 51 22148
79037 0 0 0
79038 35804 10 39333
79039 0 0 0
79040 55356 89 449020
79041 63585 45 262014
79042 53430 194 79043
79043 53430 195 1
79044 21476 42 386562
79045 0 0 0
79046 11099 130 485881
79047 0 0 0
79048 2722 14 120829
79049 0 0 0
79050 30621 134 370978
79051 47347 46 79052
79052 47347 47 79053
79053 47347 48 79054
79054 47347 49 79055
79055 47347 50 163220
79056 8396 64 389148
79057 0 0 0
79058 9814 18 467350
79059 35885 44 454861
79060 15991 33 1
79061 0 0 0
79062 33045 9 190482
79063 0 0 0
79064 4087 157 221096
79065 57955 100 279137
79066 0 0 0
79067 58521 129 362746
79068 0 0 0
79069 34482 119 235987
79070 37288 68 274697
79071 0 0 0
79072 45167 1 352558
79073 0 0 0
79074 10403 21 412843
79075 0 0 0
79076 48790 89 458781
79077 53641 12 379436
79078 3251 105 340304
79079 0 0 0
79080 47887 43 150089
79081 0 0 0
79082 2282 20 79083
79083 2282 21 395032
79084 4449 125 185871
79085 64411 55 162427
79086 36515 10 79087
79087 36515 11 79088
79088 36515 12 79089
79089 36515 13 160872
79090 28206 118 79091
79091 28206 119 1
79092 10981 116 299492
79093 0 0 0
79094 14367 90 79095
79095 14367 91 465536
79096 10602 155 259355
79097 0 0 0
79098 47641 78 304449
79099 0 0 0
79100 63758 20 445620
79101 0 0 0
79102 47308 29 125767
79103 0 0 0
79104 50858 116 355785
79105 0 0 0
79106 55673 86 79107
79107 55673 87 79108
79108 55673 88 79109
79109 55673 89 380132
79110 12328 84 345409
79111 0 0 0
79112 46923 19 117125
79113 52153 44 281339
79114 6968 44 326060
79115 0 0 0
79116 48900 5 350732
79117 0 0 0
79118 36899 103 79119
79119 36899 104 349709
79120 60354 21 79121
79121 60354 22 79122
79122 60354 23 79123
79123 60354 24 326379
79124 38078 86 372180
79125 10214 26 432075
79126 632 150 148356
79127 23895 34 198700
79128 36207 46 62996
79129 0 0 0
79130 60903 107 264934
79131 0 0 0
79132 0 0 0
79133 51365 25 79134
79134 51365 26 79135
79135 51365 27 79136
79136 51365 28 79137
79137 51365 29 79138
79138 51365 30 79139
79139 51365 31 79140
79140 51365 32 79141
79141 51365 33 79142
79142 51365 34 79143
79143 51365 35 79144
79144 51365 36 79145
79145 51365 37 79146
79146 51365 38 79147
79147 51365 39 79148
79148 51365 40 79149
79149 51365 41 79150
79150 51365 42 79151
79151 51365 43 79152
79152 51365 44 79153
79153 51365 45 79154
79154 51365 46 79155
79155 51365 47 79156
79156 51365 48 79157
79157 51365 49 79158
79158 51365 50 79159
79159 51365 51 79160
79160 51365 52 79161
79161 51365 53 79162
79162 51365 54 79163
79163 51365 55 79164
79164 51365 56 79165
79165 51365 57 79166
79166 51365 58 79167
79167 51365 59 421206
79168 55873 28 222421
79169 62351 22 79170
79170 62351 23 79171
79171 62351 24 79172
79172 62351 25 309688
79173 10899 28 462112
79174 0 0 0
79175 64459 10 229898
79176 18763 77 498360
79177 0 0 0
79178 38801 53 256516
79179 0 0 0
79180 32298 95 385904
79181 62692 174 79182
79182 62692 175 79183
79183 62692 176 79184
79184 62692 177 79185
79185 62692 178 79186
79186 62692 179 79187
79187 62692 180 79188
79188 62692 181 79189
79189 62692 182 79190
79190 62692 183 79191
79191 62692 184 79192
79192 62692 185 79193
79193 62692 186 79194
79194 62692 187 79195
79195 62692 188 79196
79196 62692 189 79197
79197 62692 190 79198
79198 62692 191 79199
79199 62692 192 391348
79200 41102 39 392650
79201 0 0 0
79202 10440 110 166908
79203 0 0 0
79204 24339 8 448220
79205 0 0 0
79206 33139 92 78207
79207 0 0 0
79208 35640 79 285393
79209 28103 38 372024
79210 36867 1 79211
79211 36867 2 79212
79212 36867 3 79213
79213 36867 4 79214
79214 36867 5 79215
79215 36867 6 79216
79216 36867 7 79217
79217 36867 8 79218
79218 36867 9 79219
79219 36867 10 79220
79220 36867 11 79221
79221 36867 12 79222
79222 36867 13 79223
79223 36867 14 79224
79224 36867 15 79225
79225 36867 16 79226
79226 36867 17 79227
79227 36867 18 79228
79228 36867 19 79229
79229 36867 20 79230
79230 36867 21 79231
79231 36867 22 79232
79232 36867 23 79233
79233 36867 24 79234
79234 36867 25 79235
79235 36867 26 79236
79236 36867 27 79237
79237 36867 28 79238
79238 36867 29 79239
79239 36867 30 99680
79240 35515 179 258371
79241 0 0 0
79242 3712 102 296988
79243 0 0 0
79244 46923 63 69748
79245 10849 109 79246
79246 10849 110 204072
79247 40388 130 444668
79248 0 0 0
79249 10602 95 435374
79250 33139 89 468822
79251 5217 59 56140
79252 57036 176 249217
79253 0 0 0
79254 47752 123 136304
79255 0 0 0
79256 29741 12 493414
79257 0 0 0
79258 8369 31 79259
79259 8369 32 79260
79260 8369 33 79261
79261 8369 34 79262
79262 8369 35 79263
79263 8369 36 246946
79264 23895 86 78915
79265 3960 56 20996
79266 49837 55 336304
79267 0 0 0
79268 43940 28 199680
79269 0 0 0
79270 56658 14 153371
79271 0 0 0
79272 36102 39 5976
79273 43413 142 448510
79274 27038 86 458766
79275 3107 21 79276
79276 3107 22 79277
79277 3107 23 230325
79278 24948 115 216577
79279 34482 25 102876
79280 42334 118 79281
79281 42334 119 79282
79282 42334 120 79283
79283 42334 121 79284
79284 42334 122 79285
79285 42334 123 79286
79286 42334 124 79287
79287 42334 125 401686
79288 21667 110 76442
79289 22718 37 79290
79290 22718 38 79291
79291 22718 39 79292
79292 22718 40 79293
79293 22718 41 79294
79294 22718 42 79295
79295 22718 43 79296
79296 22718 44 79297
79297 22718 45 79298
79298 22718 46 79299
79299 22718 47 79300
79300 22718 48 79301
79301 22718 49 79302
79302 22718 50 79303
79303 22718 51 79304
79304 22718 52 79305
79305 22718 53 79306
79306 22718 54 79307
79307 22718 55 470626
79308 1563 47 96912
79309 0 0 0
79310 17151 17 393532
79311 26070 69 435653
79312 42579 28 260286
79313 2175 85 335541
79314 44953 17 394064
79315 63642 134 168414
79316 17184 79 272359
79317 56005 14 63212
79318 60581 72 79319
79319 60581 73 421070
79320 50331 6 418118
79321 60771 55 137400
79322 0 0 0
79323 0 0 0
79324 63314 40 79325
79325 63314 41 79326
79326 63314 42 79327
79327 63314 43 79328
79328 63314 44 79329
79329 63314 45 79330
79330 63314 46 79331
79331 63314 47 79332
79332 63314 48 79333
79333 63314 49 176304
79334 42794 1 79335
79335 42794 2 79336
79336 42794 3 79337
79337 42794 4 79338
79338 42794 5 79339
79339 42794 6 394397
79340 47144 85 426981
79341 8369 87 79342
79342 8369 88 79343
79343 8369 89 79344
79344 8369 90 79345
79345 8369 91 119888
79346 17511 132 124978
79347 0 0 0
79348 43940 82 405315
79349 45855 88 79350
79350 45855 89 79351
79351 45855 90 79352
79352 45855 91 79353
79353 45855 92 477378
79354 65346 4 128618
79355 0 0 0
79356 51502 153 210329
79357 0 0 0
79358 59197 38 381136
79359 0 0 0
79360 4680 24 401958
79361 62202 205 91310
79362 59309 186 115427
79363 52362 104 79364
79364 52362 105 79365
79365 52362 106 79366
79366 52362 107 79367
79367 52362 108 79368
79368 52362 109 79369
79369 52362 110 27576
79370 36533 12 96887
79371 64459 48 108647
79372 15056 154 304208
79373 40164 30 136526
